date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team
2018-03-10,15:30,Bundesliga,Matchweek 26,Sat,Home,W,6,0,Hamburger SV,4.7,0.0,74.0,75000.0,Thomas Müller,4-1-4-1,Christian Dingert,Match Report,,16.0,6.0,17.1,2.0,1.0,2.0,Bayern Munich
2018-03-14,20:00,Champions Lg,Round of 16,Wed,Away,W,3,1,tr Beşiktaş,2.1,1.2,50.0,36885.0,Thomas Müller,4-3-3,Michael Oliver,Match Report,Leg 2 of 2; Bayern Munich won,12.0,5.0,17.6,2.0,0.0,0.0,Bayern Munich
2018-03-18,18:00,Bundesliga,Matchweek 27,Sun,Away,L,1,2,RB Leipzig,1.4,2.8,61.0,42558.0,Thomas Müller,4-3-3,Marco Fritz,Match Report,,9.0,2.0,10.4,0.0,0.0,0.0,Bayern Munich
2018-03-31,18:30,Bundesliga,Matchweek 28,Sat,Home,W,6,0,Dortmund,4.5,0.4,59.0,75000.0,Thomas Müller,4-3-3,Bastian Dankert,Match Report,,17.0,9.0,13.9,0.0,0.0,0.0,Bayern Munich
2018-04-03,20:45,Champions Lg,Quarter-finals,Tue,Away,W,2,1,es Sevilla,1.4,0.9,58.0,40635.0,Thomas Müller,4-1-4-1,Daniele Orsato,Match Report,Leg 1 of 2,14.0,4.0,16.8,0.0,0.0,0.0,Bayern Munich
2018-04-07,15:30,Bundesliga,Matchweek 29,Sat,Away,W,4,1,Augsburg,1.8,0.9,70.0,30660.0,Arjen Robben,4-3-3,Markus Schmidt,Match Report,,12.0,7.0,13.1,1.0,0.0,0.0,Bayern Munich
2018-04-11,20:45,Champions Lg,Quarter-finals,Wed,Home,D,0,0,es Sevilla,1.2,0.6,50.0,70000.0,Thomas Müller,4-1-4-1,William Collum,Match Report,Leg 2 of 2; Bayern Munich won,18.0,6.0,18.4,1.0,0.0,0.0,Bayern Munich
2018-04-14,18:30,Bundesliga,Matchweek 30,Sat,Home,W,5,1,M'Gladbach,3.3,0.2,69.0,75000.0,Thomas Müller,4-3-3,Robert Kampka,Match Report,,20.0,11.0,16.4,1.0,0.0,0.0,Bayern Munich
2018-04-17,20:45,DFB-Pokal,Semi-finals,Tue,Away,W,6,2,Leverkusen,,,58.0,30210.0,Thomas Müller,4-1-4-1,Daniel Siebert,Match Report,,18.0,10.0,,,0.0,0.0,Bayern Munich
2018-04-21,15:30,Bundesliga,Matchweek 31,Sat,Away,W,3,0,Hannover 96,1.5,0.3,74.0,49000.0,Arjen Robben,4-3-3,Martin Petersen,Match Report,,14.0,8.0,17.9,0.0,0.0,0.0,Bayern Munich
2018-04-25,20:45,Champions Lg,Semi-finals,Wed,Home,L,1,2,es Real Madrid,1.9,0.7,59.0,70000.0,Thomas Müller,4-1-4-1,Björn Kuipers,Match Report,Leg 1 of 2,17.0,5.0,13.7,0.0,0.0,0.0,Bayern Munich
2018-04-28,15:30,Bundesliga,Matchweek 32,Sat,Home,W,4,1,Eint Frankfurt,1.8,2.1,59.0,75000.0,Mats Hummels,4-3-3,Christian Dingert,Match Report,,11.0,6.0,15.8,0.0,0.0,0.0,Bayern Munich
2018-05-01,20:45,Champions Lg,Semi-finals,Tue,Away,D,2,2,es Real Madrid,3.0,1.8,60.0,77459.0,Thomas Müller,4-1-4-1,Cüneyt Çakιr,Match Report,Leg 2 of 2; Real Madrid won,22.0,10.0,11.9,0.0,0.0,0.0,Bayern Munich
2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,W,3,1,Köln,2.5,1.8,66.0,50000.0,Thomas Müller,4-3-3,Bibiana Steinhaus,Match Report,,17.0,9.0,13.2,1.0,0.0,0.0,Bayern Munich
2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,L,1,4,Stuttgart,2.1,2.2,80.0,75000.0,Thomas Müller,4-3-3,Sascha Stegemann,Match Report,,18.0,8.0,14.0,0.0,0.0,0.0,Bayern Munich
2018-05-19,20:00,DFB-Pokal,Final,Sat,Home,L,1,3,Eint Frankfurt,,,77.0,76322.0,Thomas Müller,4-3-3,Felix Zwayer,Match Report,,22.0,5.0,,,0.0,0.0,Bayern Munich
2017-08-14,18:30,DFB-Pokal,First round,Mon,Away,W,2,0,BFC Dynamo,,,56.0,14117.0,Ralf Fährmann,3-4-3,Aarne Aarnink,Match Report,,20.0,7.0,,,0.0,0.0,Schalke 04
2017-08-19,18:30,Bundesliga,Matchweek 1,Sat,Home,W,2,0,RB Leipzig,1.8,1.0,36.0,61435.0,Ralf Fährmann,3-4-3,Felix Zwayer,Match Report,,10.0,4.0,23.0,0.0,1.0,1.0,Schalke 04
2017-08-27,18:00,Bundesliga,Matchweek 2,Sun,Away,L,0,1,Hannover 96,0.5,0.9,52.0,49000.0,Ralf Fährmann,3-4-3,Patrick Ittrich,Match Report,,8.0,1.0,17.4,0.0,0.0,0.0,Schalke 04
2017-09-10,18:00,Bundesliga,Matchweek 3,Sun,Home,W,3,1,Stuttgart,2.0,1.3,38.0,61098.0,Ralf Fährmann,3-4-1-2,Frank Willenborg,Match Report,,11.0,3.0,19.0,1.0,1.0,1.0,Schalke 04
2017-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,2,1,Werder Bremen,0.9,0.9,48.0,42100.0,Ralf Fährmann,3-4-3,Benjamin Brand,Match Report,,11.0,4.0,19.0,0.0,0.0,0.0,Schalke 04
2017-09-19,20:30,Bundesliga,Matchweek 5,Tue,Home,L,0,3,Bayern Munich,1.2,2.3,34.0,62271.0,Ralf Fährmann,3-4-3,Marco Fritz,Match Report,,11.0,3.0,17.2,0.0,0.0,0.0,Schalke 04
2017-09-23,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,2,Hoffenheim,1.3,1.5,56.0,30150.0,Ralf Fährmann,3-4-3,Sascha Stegemann,Match Report,,16.0,2.0,17.5,0.0,0.0,0.0,Schalke 04
2017-09-29,20:30,Bundesliga,Matchweek 7,Fri,Home,D,1,1,Leverkusen,0.8,1.0,43.0,61515.0,Ralf Fährmann,3-4-3,Guido Winkmann,Match Report,,14.0,4.0,18.6,1.0,0.0,0.0,Schalke 04
2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Away,W,2,0,Hertha BSC,1.7,0.0,61.0,50590.0,Ralf Fährmann,3-5-2,Benjamin Brand,Match Report,,10.0,6.0,22.4,0.0,1.0,1.0,Schalke 04
2017-10-20,20:30,Bundesliga,Matchweek 9,Fri,Home,W,2,0,Mainz 05,1.8,0.6,59.0,59476.0,Ralf Fährmann,3-1-4-2,Bibiana Steinhaus,Match Report,,16.0,5.0,19.0,1.0,0.0,0.0,Schalke 04
2017-10-24,18:30,DFB-Pokal,Second round,Tue,Away,W,3,1,Wehen,,,65.0,11373.0,Ralf Fährmann,3-4-3,Sven Jablonski,Match Report,,17.0,6.0,,,0.0,0.0,Schalke 04
2017-10-28,15:30,Bundesliga,Matchweek 10,Sat,Home,D,1,1,Wolfsburg,1.6,1.1,48.0,60429.0,Ralf Fährmann,3-1-4-2,Markus Schmidt,Match Report,,13.0,6.0,21.8,1.0,1.0,1.0,Schalke 04
2017-11-04,15:30,Bundesliga,Matchweek 11,Sat,Away,W,1,0,Freiburg,1.0,1.1,48.0,24000.0,Ralf Fährmann,3-1-4-2,Felix Brych,Match Report,,9.0,4.0,20.2,0.0,0.0,0.0,Schalke 04
2017-11-19,15:30,Bundesliga,Matchweek 12,Sun,Home,W,2,0,Hamburger SV,2.1,0.8,49.0,62271.0,Ralf Fährmann,3-4-3,Robert Hartmann,Match Report,,11.0,3.0,17.2,0.0,1.0,1.0,Schalke 04
2017-11-25,15:30,Bundesliga,Matchweek 13,Sat,Away,D,4,4,Dortmund,1.1,2.4,53.0,80179.0,Ralf Fährmann,3-4-3,Deniz Aytekin,Match Report,,12.0,7.0,14.7,0.0,0.0,0.0,Schalke 04
2017-12-02,18:30,Bundesliga,Matchweek 14,Sat,Home,D,2,2,Köln,2.3,1.8,64.0,61761.0,Ralf Fährmann,3-4-3,Tobias Stieler,Match Report,,23.0,10.0,18.6,0.0,0.0,0.0,Schalke 04
2017-12-09,18:30,Bundesliga,Matchweek 15,Sat,Away,D,1,1,M'Gladbach,1.2,1.3,47.0,54018.0,Ralf Fährmann,4-1-4-1,Sascha Stegemann,Match Report,,13.0,5.0,17.7,1.0,0.0,0.0,Schalke 04
2017-12-13,20:30,Bundesliga,Matchweek 16,Wed,Home,W,3,2,Augsburg,2.0,1.5,54.0,59215.0,Ralf Fährmann,3-1-4-2,Sven Jablonski,Match Report,,7.0,4.0,13.2,1.0,1.0,1.0,Schalke 04
2017-12-16,15:30,Bundesliga,Matchweek 17,Sat,Away,D,2,2,Eint Frankfurt,1.8,1.7,63.0,50600.0,Ralf Fährmann,3-1-4-2,Robert Kampka,Match Report,,15.0,5.0,20.4,2.0,0.0,0.0,Schalke 04
2017-12-19,20:45,DFB-Pokal,Round of 16,Tue,Home,W,1,0,Köln,,,56.0,56392.0,Ralf Fährmann,3-1-4-2,Robert Hartmann,Match Report,,16.0,6.0,,,0.0,0.0,Schalke 04
2018-01-13,18:30,Bundesliga,Matchweek 18,Sat,Away,L,1,3,RB Leipzig,0.6,2.3,49.0,42558.0,Ralf Fährmann,3-1-4-2,Deniz Aytekin,Match Report,,10.0,6.0,19.9,0.0,0.0,0.0,Schalke 04
2018-01-21,18:00,Bundesliga,Matchweek 19,Sun,Home,D,1,1,Hannover 96,0.7,1.1,46.0,60650.0,Ralf Fährmann,3-1-4-2,Martin Petersen,Match Report,,5.0,2.0,19.4,0.0,0.0,0.0,Schalke 04
2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Away,W,2,0,Stuttgart,2.6,0.6,38.0,55096.0,Ralf Fährmann,3-4-3,Felix Zwayer,Match Report,,16.0,6.0,14.3,0.0,1.0,1.0,Schalke 04
2018-02-03,15:30,Bundesliga,Matchweek 21,Sat,Home,L,1,2,Werder Bremen,0.8,1.8,44.0,62271.0,Ralf Fährmann,3-4-3,Guido Winkmann,Match Report,,15.0,6.0,18.5,0.0,0.0,0.0,Schalke 04
2018-02-07,20:45,DFB-Pokal,Quarter-finals,Wed,Home,W,1,0,Wolfsburg,,,42.0,50642.0,Ralf Fährmann,4-1-3-2,Christian Dingert,Match Report,,10.0,3.0,,,0.0,0.0,Schalke 04
2018-02-10,18:30,Bundesliga,Matchweek 22,Sat,Away,L,1,2,Bayern Munich,0.6,1.4,42.0,75000.0,Ralf Fährmann,3-4-1-2,Tobias Stieler,Match Report,,9.0,3.0,17.9,1.0,0.0,0.0,Schalke 04
2018-02-17,18:30,Bundesliga,Matchweek 23,Sat,Home,W,2,1,Hoffenheim,1.0,0.6,36.0,60741.0,Ralf Fährmann,3-4-1-2,Benjamin Brand,Match Report,,9.0,6.0,17.6,0.0,0.0,0.0,Schalke 04
2018-02-25,15:30,Bundesliga,Matchweek 24,Sun,Away,W,2,0,Leverkusen,2.5,0.5,46.0,30210.0,Ralf Fährmann,3-4-1-2,Daniel Siebert,Match Report,,9.0,5.0,18.4,1.0,1.0,1.0,Schalke 04
2018-03-03,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,Hertha BSC,0.4,1.0,51.0,61578.0,Ralf Fährmann,3-4-1-2,Sascha Stegemann,Match Report,,7.0,4.0,20.7,0.0,0.0,0.0,Schalke 04
2018-03-09,20:30,Bundesliga,Matchweek 26,Fri,Away,W,1,0,Mainz 05,0.2,0.7,47.0,30655.0,Ralf Fährmann,3-4-1-2,Felix Brych,Match Report,,6.0,2.0,21.9,0.0,0.0,0.0,Schalke 04
2018-03-17,18:30,Bundesliga,Matchweek 27,Sat,Away,W,1,0,Wolfsburg,1.0,1.7,43.0,27502.0,Ralf Fährmann,3-4-1-2,Benjamin Cortus,Match Report,,10.0,2.0,20.2,1.0,0.0,0.0,Schalke 04
2018-03-31,15:30,Bundesliga,Matchweek 28,Sat,Home,W,2,0,Freiburg,1.9,0.2,56.0,61688.0,Ralf Fährmann,3-4-1-2,Tobias Stieler,Match Report,,15.0,6.0,20.3,0.0,1.0,1.0,Schalke 04
2018-04-07,18:30,Bundesliga,Matchweek 29,Sat,Away,L,2,3,Hamburger SV,1.1,2.5,40.0,54137.0,Ralf Fährmann,3-4-1-2,Christian Dingert,Match Report,,7.0,4.0,14.7,0.0,0.0,0.0,Schalke 04
2018-04-15,15:30,Bundesliga,Matchweek 30,Sun,Home,W,2,0,Dortmund,1.0,1.0,42.0,61786.0,Ralf Fährmann,3-1-4-2,Manuel Gräfe,Match Report,,12.0,3.0,19.7,1.0,0.0,0.0,Schalke 04
2018-04-18,20:45,DFB-Pokal,Semi-finals,Wed,Home,L,0,1,Eint Frankfurt,,,45.0,60000.0,Ralf Fährmann,3-4-1-2,Robert Hartmann,Match Report,,9.0,4.0,,,0.0,0.0,Schalke 04
2018-04-22,18:00,Bundesliga,Matchweek 31,Sun,Away,D,2,2,Köln,2.5,0.8,42.0,50000.0,Ralf Fährmann,3-4-1-2,Marco Fritz,Match Report,,21.0,7.0,18.7,1.0,0.0,0.0,Schalke 04
2018-04-28,15:30,Bundesliga,Matchweek 32,Sat,Home,D,1,1,M'Gladbach,1.3,1.5,28.0,62271.0,Ralf Fährmann,3-1-4-2,Harm Osmers,Match Report,,9.0,3.0,18.6,0.0,1.0,1.0,Schalke 04
2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,W,2,1,Augsburg,2.0,0.9,36.0,30660.0,Ralf Fährmann,3-4-1-2,Robert Kampka,Match Report,,15.0,7.0,15.2,0.0,0.0,0.0,Schalke 04
2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,W,1,0,Eint Frankfurt,1.3,0.5,45.0,61585.0,Ralf Fährmann,3-4-3,Frank Willenborg,Match Report,,11.0,5.0,15.7,1.0,0.0,0.0,Schalke 04
2017-08-12,18:30,DFB-Pokal,First round,Sat,Away,W,1,0,Rot-Weiß Erfurt,,,79.0,8144.0,Eugen Polanski,3-1-4-2,Daniel Siebert,Match Report,,15.0,4.0,,,0.0,0.0,Hoffenheim
2017-08-15,20:45,Champions Lg,Play-off round,Tue,Home,L,1,2,eng Liverpool,,,63.0,25568.0,Kevin Vogt,3-4-3,Björn Kuipers,Match Report,Leg 1 of 2,13.0,4.0,,,0.0,1.0,Hoffenheim
2017-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Werder Bremen,1.0,0.9,64.0,30150.0,Kevin Vogt,3-1-4-2,Guido Winkmann,Match Report,,14.0,3.0,23.4,1.0,0.0,0.0,Hoffenheim
2017-08-23,19:45,Champions Lg,Play-off round,Wed,Away,L,2,4,eng Liverpool,,,55.0,51808.0,Kevin Vogt,3-4-3,Daniele Orsato,Match Report,Leg 2 of 2; Liverpool won,9.0,4.0,,,0.0,0.0,Hoffenheim
2017-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,D,2,2,Leverkusen,0.9,2.2,40.0,27106.0,Kevin Vogt,4-3-3,Harm Osmers,Match Report,,7.0,4.0,21.7,0.0,0.0,0.0,Hoffenheim
2017-09-09,18:30,Bundesliga,Matchweek 3,Sat,Home,W,2,0,Bayern Munich,0.6,1.9,29.0,30150.0,Benjamin Hübner,3-1-4-2,Daniel Siebert,Match Report,,6.0,3.0,21.9,1.0,0.0,0.0,Hoffenheim
2017-09-14,19:00,Europa Lg,Group stage,Thu,Home,L,1,2,pt Braga,2.0,1.3,66.0,15714.0,Kevin Vogt,3-1-4-2,Bobby Madden,Match Report,,17.0,5.0,18.5,0.0,0.0,0.0,Hoffenheim
2017-09-17,13:30,Bundesliga,Matchweek 4,Sun,Home,D,1,1,Hertha BSC,0.5,0.6,59.0,27243.0,Kevin Vogt,3-4-3,Markus Schmidt,Match Report,,8.0,2.0,15.8,0.0,0.0,0.0,Hoffenheim
2017-09-20,20:30,Bundesliga,Matchweek 5,Wed,Away,W,3,2,Mainz 05,1.4,1.9,56.0,23477.0,Eugen Polanski,3-1-4-2,Manuel Gräfe,Match Report,,19.0,7.0,16.5,2.0,0.0,0.0,Hoffenheim
2017-09-23,15:30,Bundesliga,Matchweek 6,Sat,Home,W,2,0,Schalke 04,1.5,1.3,44.0,30150.0,Kevin Vogt,3-1-4-2,Sascha Stegemann,Match Report,,12.0,6.0,17.6,1.0,0.0,0.0,Hoffenheim
2017-09-28,22:05,Europa Lg,Group stage,Thu,Away,L,1,2,bg Ludogorets,0.9,1.1,55.0,6155.0,Eugen Polanski,3-4-3,Paweł Raczkowski,Match Report,,6.0,3.0,14.7,0.0,0.0,0.0,Hoffenheim
2017-10-01,13:30,Bundesliga,Matchweek 7,Sun,Away,L,2,3,Freiburg,0.8,1.2,56.0,24000.0,Kevin Vogt,4-3-3,Daniel Siebert,Match Report,,15.0,6.0,18.9,0.0,0.0,0.0,Hoffenheim
2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Home,D,2,2,Augsburg,1.8,0.9,54.0,27014.0,Kevin Vogt,3-5-2,Manuel Gräfe,Match Report,,23.0,7.0,19.0,2.0,0.0,0.0,Hoffenheim
2017-10-19,21:05,Europa Lg,Group stage,Thu,Home,W,3,1,tr Başakşehir,0.9,0.5,55.0,21167.0,Kevin Vogt,3-1-4-2,Aleksey Eskov,Match Report,,18.0,7.0,19.5,3.0,0.0,0.0,Hoffenheim
2017-10-22,18:00,Bundesliga,Matchweek 9,Sun,Away,D,1,1,Wolfsburg,2.1,1.6,47.0,23514.0,Kevin Vogt,4-1-4-1,Felix Zwayer,Match Report,,13.0,4.0,21.0,0.0,1.0,1.0,Hoffenheim
2017-10-25,20:45,DFB-Pokal,Second round,Wed,Away,L,0,1,Werder Bremen,,,69.0,31210.0,Kevin Vogt,3-3-2-2,Tobias Stieler,Match Report,,16.0,4.0,,,0.0,0.0,Hoffenheim
2017-10-28,15:30,Bundesliga,Matchweek 10,Sat,Home,L,1,3,M'Gladbach,1.1,1.7,54.0,30150.0,Kevin Vogt,3-1-4-2,Harm Osmers,Match Report,,16.0,5.0,20.2,0.0,0.0,0.0,Hoffenheim
2017-11-02,21:00,Europa Lg,Group stage,Thu,Away,D,1,1,tr Başakşehir,0.9,1.3,36.0,5214.0,Kevin Vogt,3-1-4-2,Harald Lechner,Match Report,,10.0,4.0,19.4,0.0,0.0,0.0,Hoffenheim
2017-11-05,15:30,Bundesliga,Matchweek 11,Sun,Away,W,3,0,Köln,3.0,1.0,62.0,49200.0,Kevin Vogt,4-3-3,Deniz Aytekin,Match Report,,21.0,7.0,16.7,1.0,1.0,1.0,Hoffenheim
2017-11-18,15:30,Bundesliga,Matchweek 12,Sat,Home,D,1,1,Eint Frankfurt,1.2,0.4,68.0,30150.0,Kevin Vogt,3-1-4-2,Felix Zwayer,Match Report,,13.0,6.0,21.7,0.0,0.0,0.0,Hoffenheim
2017-11-23,20:05,Europa Lg,Group stage,Thu,Away,L,1,3,pt Braga,1.8,0.7,65.0,10054.0,Kevin Vogt,3-1-4-2,Andre Marriner,Match Report,,18.0,5.0,21.4,0.0,0.0,0.0,Hoffenheim
2017-11-26,15:30,Bundesliga,Matchweek 13,Sun,Away,L,0,3,Hamburger SV,0.7,1.4,59.0,46470.0,Kevin Vogt,3-1-4-2,Bastian Dankert,Match Report,,13.0,2.0,18.8,1.0,0.0,0.0,Hoffenheim
2017-12-02,15:30,Bundesliga,Matchweek 14,Sat,Home,W,4,0,RB Leipzig,1.3,0.4,36.0,28299.0,Benjamin Hübner,3-1-4-2,Daniel Siebert,Match Report,,10.0,8.0,16.6,0.0,0.0,0.0,Hoffenheim
2017-12-07,19:00,Europa Lg,Group stage,Thu,Home,D,1,1,bg Ludogorets,0.8,0.9,48.0,7814.0,Eugen Polanski,3-4-3,Orel Grinfeeld,Match Report,,12.0,4.0,22.8,1.0,0.0,0.0,Hoffenheim
2017-12-10,15:30,Bundesliga,Matchweek 15,Sun,Away,L,0,2,Hannover 96,1.0,1.1,61.0,36800.0,Kevin Vogt,4-3-3,Markus Schmidt,Match Report,,9.0,5.0,16.6,0.0,0.0,0.0,Hoffenheim
2017-12-13,18:30,Bundesliga,Matchweek 16,Wed,Home,W,1,0,Stuttgart,1.5,0.6,58.0,30150.0,Kevin Vogt,3-1-4-2,Bibiana Steinhaus,Match Report,,11.0,2.0,15.0,0.0,0.0,0.0,Hoffenheim
2017-12-16,18:30,Bundesliga,Matchweek 17,Sat,Away,L,1,2,Dortmund,1.2,3.4,54.0,81000.0,Kevin Vogt,3-1-4-2,Harm Osmers,Match Report,,12.0,5.0,19.6,0.0,0.0,0.0,Hoffenheim
2018-01-13,15:30,Bundesliga,Matchweek 18,Sat,Away,D,1,1,Werder Bremen,0.9,2.3,53.0,37500.0,Kevin Vogt,3-1-4-2,Robert Hartmann,Match Report,,9.0,2.0,18.5,1.0,0.0,0.0,Hoffenheim
2018-01-20,15:30,Bundesliga,Matchweek 19,Sat,Home,L,1,4,Leverkusen,0.8,2.3,45.0,28017.0,Kevin Vogt,3-1-4-2,Tobias Stieler,Match Report,,13.0,3.0,21.8,0.0,0.0,0.0,Hoffenheim
2018-01-27,15:30,Bundesliga,Matchweek 20,Sat,Away,L,2,5,Bayern Munich,1.0,3.2,41.0,75000.0,Kevin Vogt,3-1-4-2,Manuel Gräfe,Match Report,,5.0,3.0,24.6,0.0,0.0,1.0,Hoffenheim
2018-02-03,15:30,Bundesliga,Matchweek 21,Sat,Away,D,1,1,Hertha BSC,2.0,1.1,55.0,32598.0,Kevin Vogt,3-1-4-2,Deniz Aytekin,Match Report,,16.0,3.0,17.5,0.0,1.0,1.0,Hoffenheim
2018-02-10,15:30,Bundesliga,Matchweek 22,Sat,Home,W,4,2,Mainz 05,2.2,1.3,64.0,24105.0,Kevin Vogt,3-1-4-2,Benjamin Cortus,Match Report,,24.0,8.0,16.7,1.0,0.0,0.0,Hoffenheim
2018-02-17,18:30,Bundesliga,Matchweek 23,Sat,Away,L,1,2,Schalke 04,0.6,1.0,64.0,60741.0,Kevin Vogt,3-1-4-2,Benjamin Brand,Match Report,,11.0,4.0,18.8,0.0,0.0,0.0,Hoffenheim
2018-02-24,15:30,Bundesliga,Matchweek 24,Sat,Home,D,1,1,Freiburg,0.8,1.0,59.0,30150.0,Kevin Vogt,3-1-4-2,Christian Dingert,Match Report,,13.0,4.0,18.5,1.0,0.0,0.0,Hoffenheim
2018-03-03,15:30,Bundesliga,Matchweek 25,Sat,Away,W,2,0,Augsburg,1.8,0.5,44.0,27100.0,Kevin Vogt,3-1-4-2,Patrick Ittrich,Match Report,,17.0,6.0,17.2,0.0,0.0,0.0,Hoffenheim
2018-03-10,15:30,Bundesliga,Matchweek 26,Sat,Home,W,3,0,Wolfsburg,1.3,0.3,46.0,25550.0,Kevin Vogt,3-1-4-2,Manuel Gräfe,Match Report,,16.0,4.0,16.0,0.0,0.0,0.0,Hoffenheim
2018-03-17,15:30,Bundesliga,Matchweek 27,Sat,Away,D,3,3,M'Gladbach,1.8,2.2,38.0,51049.0,Eugen Polanski,3-1-4-2,Martin Petersen,Match Report,,12.0,5.0,17.5,0.0,1.0,1.0,Hoffenheim
2018-03-31,15:30,Bundesliga,Matchweek 28,Sat,Home,W,6,0,Köln,2.7,0.8,43.0,30150.0,Kevin Vogt,3-4-3,Robert Hartmann,Match Report,,18.0,11.0,16.7,1.0,0.0,0.0,Hoffenheim
2018-04-08,18:00,Bundesliga,Matchweek 29,Sun,Away,D,1,1,Eint Frankfurt,0.6,1.7,37.0,50500.0,Benjamin Hübner,3-4-3,Daniel Siebert,Match Report,,10.0,3.0,16.8,0.0,0.0,0.0,Hoffenheim
2018-04-14,15:30,Bundesliga,Matchweek 30,Sat,Home,W,2,0,Hamburger SV,3.3,0.4,41.0,30150.0,Kevin Vogt,3-4-3,Harm Osmers,Match Report,,21.0,5.0,14.2,0.0,0.0,0.0,Hoffenheim
2018-04-21,15:30,Bundesliga,Matchweek 31,Sat,Away,W,5,2,RB Leipzig,3.4,1.7,45.0,41780.0,Kevin Vogt,3-1-4-2,Tobias Welz,Match Report,,12.0,7.0,15.2,0.0,0.0,0.0,Hoffenheim
2018-04-27,20:30,Bundesliga,Matchweek 32,Fri,Home,W,3,1,Hannover 96,1.5,1.7,55.0,26452.0,Kevin Vogt,3-1-4-2,Patrick Ittrich,Match Report,,15.0,6.0,21.7,0.0,0.0,0.0,Hoffenheim
2018-05-05,15:30,Bundesliga,Matchweek 33,Sat,Away,L,0,2,Stuttgart,2.5,1.6,64.0,58312.0,Kevin Vogt,3-1-4-2,Felix Zwayer,Match Report,,23.0,7.0,17.8,0.0,0.0,0.0,Hoffenheim
2018-05-12,15:30,Bundesliga,Matchweek 34,Sat,Home,W,3,1,Dortmund,1.6,1.6,47.0,30150.0,Kevin Vogt,3-1-4-2,Manuel Gräfe,Match Report,,13.0,9.0,15.2,0.0,0.0,0.0,Hoffenheim
2017-08-05,20:30,DFL-Supercup,DFL-Supercup,Sat,Home,D,2 (4),2 (5),Bayern Munich,,,,81360.0,Sokratis Papastathopoulos,4-3-3,Felix Zwayer,Match Report,,,,,,0.0,0.0,Dortmund
2017-08-12,15:30,DFB-Pokal,First round,Sat,Away,W,4,0,Rielasingen,,,82.0,24000.0,Sokratis Papastathopoulos,4-3-3,Christian Dietz,Match Report,,33.0,9.0,,,1.0,1.0,Dortmund
2017-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,W,3,0,Wolfsburg,1.0,0.4,69.0,30000.0,Sokratis Papastathopoulos,4-3-3,Robert Hartmann,Match Report,,13.0,5.0,19.3,0.0,0.0,0.0,Dortmund
2017-08-26,18:30,Bundesliga,Matchweek 2,Sat,Home,W,2,0,Hertha BSC,1.8,0.4,65.0,80860.0,Sokratis Papastathopoulos,4-3-3,Marco Fritz,Match Report,,18.0,8.0,17.1,0.0,0.0,0.0,Dortmund
2017-09-09,15:30,Bundesliga,Matchweek 3,Sat,Away,D,0,0,Freiburg,1.6,0.5,82.0,24000.0,Marcel Schmelzer,4-3-3,Benjamin Cortus,Match Report,,27.0,3.0,21.8,1.0,0.0,0.0,Dortmund
2017-09-13,19:45,Champions Lg,Group stage,Wed,Away,L,1,3,eng Tottenham,0.8,1.2,67.0,67343.0,Sokratis Papastathopoulos,4-3-3,Gianluca Rocchi,Match Report,,10.0,2.0,18.4,1.0,0.0,0.0,Dortmund
2017-09-17,18:00,Bundesliga,Matchweek 4,Sun,Home,W,5,0,Köln,3.5,0.7,73.0,81000.0,Sokratis Papastathopoulos,4-3-3,Patrick Ittrich,Match Report,,21.0,7.0,18.0,1.0,1.0,1.0,Dortmund
2017-09-20,20:30,Bundesliga,Matchweek 5,Wed,Away,W,3,0,Hamburger SV,3.2,0.3,52.0,52962.0,Sokratis Papastathopoulos,4-3-3,Felix Zwayer,Match Report,,17.0,8.0,11.8,0.0,0.0,0.0,Dortmund
2017-09-23,18:30,Bundesliga,Matchweek 6,Sat,Home,W,6,1,M'Gladbach,4.2,1.4,78.0,81360.0,Sokratis Papastathopoulos,4-3-3,Manuel Gräfe,Match Report,,18.0,9.0,13.4,0.0,0.0,0.0,Dortmund
2017-09-26,20:45,Champions Lg,Group stage,Tue,Home,L,1,3,es Real Madrid,1.2,3.2,53.0,65849.0,Sokratis Papastathopoulos,4-3-3,Björn Kuipers,Match Report,,16.0,4.0,21.4,1.0,0.0,0.0,Dortmund
2017-09-30,15:30,Bundesliga,Matchweek 7,Sat,Away,W,2,1,Augsburg,2.0,1.5,59.0,30660.0,Sokratis Papastathopoulos,4-3-3,Marco Fritz,Match Report,,13.0,7.0,16.5,0.0,0.0,1.0,Dortmund
