date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,sota,saves,cs,pka,pksv,totdist,live,dead,att,touches,succ,team
2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,D,4.0,4.0,M'Gladbach,2.3,1.7,56.0,30660.0,Ermedin Demirović,4-2-2-2,Daniel Schlager,Match Report,,19.0,6.0,19.1,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,7014.0,473.0,47.0,524.0,620.0,2.0,Augsburg
2023-08-27,17:30,Bundesliga,Matchweek 2,Sun,Away,L,1.0,3.0,Bayern Munich,0.7,2.8,39.0,75000.0,Ermedin Demirović,4-2-2-2,Daniel Siebert,Match Report,,10.0,2.0,26.4,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,6343.0,370.0,50.0,422.0,538.0,5.0,Augsburg
2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,D,2.0,2.0,Bochum,1.9,1.6,38.0,27424.0,Ermedin Demirović,4-2-2-2,Martin Petersen,Match Report,,11.0,4.0,13.6,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,3769.0,256.0,54.0,311.0,441.0,7.0,Augsburg
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,L,0.0,3.0,RB Leipzig,1.7,1.1,46.0,44746.0,Ermedin Demirović,3-4-3,Sascha Stegemann,Match Report,,16.0,5.0,16.5,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,6853.0,405.0,52.0,458.0,535.0,9.0,Augsburg
2023-08-14,20:45,DFB-Pokal,Round of 64,Mon,Away,W,3.0,1.0,Osnabrück,,,46.0,,Florian Kainz,4-4-2◆,Florian Badstübner,Match Report,Required Extra Time,14.0,6.0,,,0.0,0.0,5.0,5.0,0.0,0.0,1.0,,,,,,,Koln
2023-08-19,18:30,Bundesliga,Matchweek 1,Sat,Away,L,0.0,1.0,Dortmund,1.2,1.8,34.0,81365.0,Florian Kainz,4-2-3-1,Deniz Aytekin,Match Report,,11.0,4.0,16.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4869.0,338.0,50.0,390.0,510.0,7.0,Koln
2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1.0,2.0,Wolfsburg,0.9,1.7,50.0,49500.0,Florian Kainz,4-2-3-1,Matthias Jöllenbeck,Match Report,,13.0,2.0,19.9,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,6741.0,446.0,56.0,508.0,619.0,13.0,Koln
2023-09-03,15:30,Bundesliga,Matchweek 3,Sun,Away,D,1.0,1.0,Eint Frankfurt,0.9,1.1,35.0,54000.0,Florian Kainz,4-1-4-1,Florian Badstübner,Match Report,,6.0,1.0,25.3,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5152.0,376.0,39.0,415.0,527.0,4.0,Koln
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Hoffenheim,1.0,1.0,56.0,49300.0,Florian Kainz,4-2-3-1,Daniel Siebert,Match Report,,18.0,6.0,18.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,6060.0,428.0,62.0,493.0,623.0,8.0,Koln
2023-08-14,18:00,DFB-Pokal,Round of 64,Mon,Away,L,0.0,3.0,Homburg,,,82.0,12000.0,Fabian Holland,3-4-3,Daniel Schlager,Match Report,,27.0,9.0,,,0.0,1.0,5.0,2.0,0.0,0.0,0.0,,,,,,,Darmstadt 98
2023-08-20,17:30,Bundesliga,Matchweek 1,Sun,Away,L,0.0,1.0,Eint Frankfurt,0.5,1.5,39.0,54000.0,Fabian Holland,3-4-3,Harm Osmers,Match Report,,10.0,2.0,19.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6596.0,353.0,38.0,393.0,497.0,7.0,Darmstadt 98
2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1.0,4.0,Union Berlin,2.3,1.7,73.0,17810.0,Fabian Holland,3-4-3,Patrick Ittrich,Match Report,,21.0,6.0,16.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,11518.0,640.0,45.0,685.0,785.0,10.0,Darmstadt 98
2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Away,L,1.0,5.0,Leverkusen,0.4,2.8,28.0,29653.0,Fabian Holland,3-4-1-2,Sven Jablonski,Match Report,,5.0,1.0,17.8,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,4296.0,282.0,34.0,317.0,427.0,2.0,Darmstadt 98
2023-09-17,17:30,Bundesliga,Matchweek 4,Sun,Home,D,3.0,3.0,M'Gladbach,1.2,3.9,37.0,17810.0,Fabian Holland,3-5-2,Timo Gerach,Match Report,,15.0,8.0,21.6,2.0,0.0,0.0,10.0,6.0,0.0,0.0,1.0,5195.0,301.0,47.0,352.0,456.0,3.0,Darmstadt 98
2023-08-12,18:00,DFB-Pokal,Round of 64,Sat,Away,W,1.0,0.0,Elversberg,,,55.0,10000.0,Robin Zentner,3-4-3,Martin Petersen,Match Report,,27.0,8.0,,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,,,,,,,Mainz 05
2023-08-20,15:30,Bundesliga,Matchweek 1,Sun,Away,L,1.0,4.0,Union Berlin,2.3,1.9,53.0,22012.0,Robin Zentner,3-4-3,Tobias Stieler,Match Report,,8.0,1.0,18.5,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,6659.0,434.0,41.0,475.0,570.0,1.0,Mainz 05
2023-08-27,15:30,Bundesliga,Matchweek 2,Sun,Home,D,1.0,1.0,Eint Frankfurt,1.2,1.1,40.0,33305.0,Robin Zentner,3-4-3,Bastian Dankert,Match Report,,12.0,6.0,15.9,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4495.0,322.0,32.0,356.0,482.0,11.0,Mainz 05
2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Away,L,0.0,4.0,Werder Bremen,0.5,2.7,55.0,41000.0,Robin Zentner,3-4-3,Robert Schröder,Match Report,,13.0,3.0,18.4,1.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,6356.0,447.0,65.0,516.0,627.0,8.0,Mainz 05
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,L,1.0,3.0,Stuttgart,0.9,1.6,40.0,30500.0,Robin Zentner,3-4-3,Harm Osmers,Match Report,,15.0,3.0,17.1,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,5515.0,361.0,60.0,422.0,527.0,8.0,Mainz 05
2022-07-30,20:30,DFL-Supercup,DFL-Supercup,Sat,Away,W,5,3,RB Leipzig,,,58.0,47069.0,Manuel Neuer,4-2-3-1,Robert Schröder,Match Report,,12.0,8.0,,,0.0,0.0,3.0,1.0,,1.0,0.0,,,,,,,Bayern Munich
2022-08-05,20:30,Bundesliga,Matchweek 1,Fri,Away,W,6,1,Eint Frankfurt,4.0,0.9,63.0,51500.0,Manuel Neuer,4-4-2,Deniz Aytekin,Match Report,,23.0,10.0,16.6,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10072.0,623.0,35.0,661.0,784.0,9.0,Bayern Munich
2022-08-14,17:30,Bundesliga,Matchweek 2,Sun,Home,W,2,0,Wolfsburg,2.0,0.5,68.0,75000.0,Manuel Neuer,4-2-3-1,Harm Osmers,Match Report,,24.0,8.0,18.4,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,9680.0,592.0,50.0,648.0,759.0,11.0,Bayern Munich
2022-08-21,17:30,Bundesliga,Matchweek 3,Sun,Away,W,7,0,Bochum,2.9,0.7,64.0,26000.0,Manuel Neuer,4-4-2,Daniel Siebert,Match Report,,21.0,11.0,18.3,1.0,1.0,1.0,7.0,7.0,1.0,0.0,0.0,7943.0,498.0,42.0,545.0,649.0,11.0,Bayern Munich
2022-08-27,18:30,Bundesliga,Matchweek 4,Sat,Home,D,1,1,M'Gladbach,2.8,0.5,69.0,75000.0,Manuel Neuer,4-2-2-2,Daniel Schlager,Match Report,,33.0,20.0,17.4,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,9943.0,621.0,47.0,675.0,793.0,14.0,Bayern Munich
2022-08-31,20:46,DFB-Pokal,Round of 64,Wed,Away,W,5,0,Viktoria Köln,,,77.0,50000.0,Thomas Müller,4-2-3-1,Matthias Jöllenbeck,Match Report,,28.0,18.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,Bayern Munich
2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,D,1,1,Union Berlin,1.5,0.3,74.0,22012.0,Manuel Neuer,4-2-3-1,Frank Willenborg,Match Report,,21.0,6.0,18.1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10395.0,710.0,50.0,762.0,896.0,11.0,Bayern Munich
2022-09-07,21:00,Champions Lg,Group stage,Wed,Away,W,2,0,it Inter,2.5,0.7,56.0,58951.0,Manuel Neuer,4-2-3-1,Clément Turpin,Match Report,,21.0,11.0,18.7,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,9981.0,614.0,37.0,652.0,760.0,8.0,Bayern Munich
2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,D,2,2,Stuttgart,2.2,1.2,66.0,75000.0,Manuel Neuer,4-2-3-1,Christian Dingert,Match Report,,19.0,6.0,17.5,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,9600.0,616.0,39.0,657.0,777.0,10.0,Bayern Munich
2022-09-13,21:00,Champions Lg,Group stage,Tue,Home,W,2,0,es Barcelona,1.7,2.0,47.0,75000.0,Manuel Neuer,4-2-3-1,Danny Makkelie,Match Report,,13.0,4.0,17.7,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,7630.0,465.0,42.0,510.0,643.0,9.0,Bayern Munich
2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,L,0,1,Augsburg,1.6,1.7,76.0,30660.0,Manuel Neuer,4-2-3-1,Marco Fritz,Match Report,,19.0,6.0,18.8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,10161.0,671.0,57.0,730.0,854.0,10.0,Bayern Munich
2022-09-30,20:30,Bundesliga,Matchweek 8,Fri,Home,W,4,0,Leverkusen,1.9,0.8,62.0,75000.0,Manuel Neuer,4-2-3-1,Tobias Stieler,Match Report,,20.0,9.0,16.6,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,10074.0,646.0,33.0,679.0,776.0,10.0,Bayern Munich
2022-10-04,18:45,Champions Lg,Group stage,Tue,Home,W,5,0,cz Viktoria Plzeň,2.4,0.5,70.0,75000.0,Manuel Neuer,4-2-3-1,Nikola Dabanović,Match Report,,21.0,13.0,19.7,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,9839.0,654.0,39.0,698.0,815.0,17.0,Bayern Munich
2022-10-08,18:30,Bundesliga,Matchweek 9,Sat,Away,D,2,2,Dortmund,0.6,1.6,56.0,81365.0,Manuel Neuer,4-2-3-1,Deniz Aytekin,Match Report,,9.0,3.0,20.5,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,8966.0,565.0,43.0,610.0,739.0,6.0,Bayern Munich
2022-10-12,21:00,Champions Lg,Group stage,Wed,Away,W,4,2,cz Viktoria Plzeň,3.0,1.2,67.0,11326.0,Thomas Müller,4-2-3-1,Bartosz Frankowski,Match Report,,15.0,8.0,16.3,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10615.0,674.0,40.0,716.0,823.0,5.0,Bayern Munich
2022-10-16,19:30,Bundesliga,Matchweek 10,Sun,Home,W,5,0,Freiburg,2.1,0.3,66.0,75000.0,Joshua Kimmich,4-2-3-1,Sascha Stegemann,Match Report,,16.0,8.0,18.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9771.0,608.0,42.0,652.0,743.0,10.0,Bayern Munich
2022-10-19,20:45,DFB-Pokal,Round of 32,Wed,Away,W,5,2,Augsburg,,,67.0,30660.0,Joshua Kimmich,4-2-3-1,Bastian Dankert,Match Report,,28.0,15.0,,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,,,Bayern Munich
2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,W,2,0,Hoffenheim,2.4,0.8,58.0,30150.0,Joshua Kimmich,4-2-3-1,Sven Jablonski,Match Report,,21.0,9.0,13.9,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,7650.0,509.0,47.0,561.0,700.0,5.0,Bayern Munich
2022-10-26,21:00,Champions Lg,Group stage,Wed,Away,W,3,0,es Barcelona,2.1,0.7,48.0,84016.0,Joshua Kimmich,4-2-3-1,Anthony Taylor,Match Report,,14.0,7.0,14.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7460.0,453.0,44.0,502.0,648.0,6.0,Bayern Munich
2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,W,6,2,Mainz 05,3.1,2.2,69.0,75000.0,Joshua Kimmich,4-2-3-1,Felix Zwayer,Match Report,,23.0,12.0,15.3,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,9886.0,600.0,39.0,640.0,744.0,10.0,Bayern Munich
2022-11-01,21:00,Champions Lg,Group stage,Tue,Home,W,2,0,it Inter,1.5,0.7,60.0,75000.0,Joshua Kimmich,4-2-3-1,Ivan Kružliak,Match Report,,23.0,8.0,20.3,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,9780.0,598.0,42.0,641.0,751.0,10.0,Bayern Munich
2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,W,3,2,Hertha BSC,1.9,1.2,72.0,74667.0,Manuel Neuer,4-2-3-1,Bastian Dankert,Match Report,,14.0,4.0,17.1,1.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,9135.0,570.0,58.0,630.0,759.0,11.0,Bayern Munich
2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,W,6,1,Werder Bremen,4.4,1.3,61.0,75000.0,Manuel Neuer,4-2-3-1,Robert Hartmann,Match Report,,20.0,9.0,14.4,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,9572.0,620.0,43.0,666.0,777.0,10.0,Bayern Munich
2022-11-12,18:30,Bundesliga,Matchweek 15,Sat,Away,W,2,0,Schalke 04,1.9,0.8,68.0,62271.0,Manuel Neuer,4-2-3-1,Felix Zwayer,Match Report,,21.0,6.0,18.7,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,10678.0,656.0,41.0,698.0,805.0,14.0,Bayern Munich
2023-01-20,20:30,Bundesliga,Matchweek 16,Fri,Away,D,1,1,RB Leipzig,0.7,0.7,58.0,47069.0,Joshua Kimmich,4-2-3-1,Daniel Siebert,Match Report,,7.0,2.0,13.9,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,9778.0,598.0,47.0,647.0,764.0,14.0,Bayern Munich
2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Home,D,1,1,Köln,1.4,0.8,77.0,75000.0,Joshua Kimmich,4-2-3-1,Tobias Stieler,Match Report,,25.0,7.0,17.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14475.0,865.0,47.0,914.0,1035.0,20.0,Bayern Munich
2023-01-28,18:30,Bundesliga,Matchweek 18,Sat,Home,D,1,1,Eint Frankfurt,1.6,0.6,67.0,75000.0,Thomas Müller,4-1-4-1,Sven Jablonski,Match Report,,14.0,5.0,17.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12814.0,739.0,42.0,784.0,903.0,21.0,Bayern Munich
2023-02-01,20:45,DFB-Pokal,Round of 16,Wed,Away,W,4,0,Mainz 05,,,69.0,33305.0,Thomas Müller,3-1-4-2,Deniz Aytekin,Match Report,,21.0,9.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,Bayern Munich
2023-02-05,17:30,Bundesliga,Matchweek 19,Sun,Away,W,4,2,Wolfsburg,0.5,2.2,48.0,30000.0,Thomas Müller,4-2-3-1,Harm Osmers,Match Report,,9.0,4.0,19.6,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,7307.0,486.0,46.0,535.0,671.0,17.0,Bayern Munich
2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,W,3,0,Bochum,3.7,0.3,64.0,75000.0,Thomas Müller,3-1-4-2,Matthias Jöllenbeck,Match Report,,22.0,11.0,16.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9485.0,592.0,44.0,636.0,765.0,12.0,Bayern Munich
2023-02-14,21:00,Champions Lg,Round of 16,Tue,Away,W,1,0,fr Paris S-G,1.4,0.8,54.0,46435.0,Joshua Kimmich,3-4-3,Michael Oliver,Match Report,Leg 1 of 2,18.0,7.0,17.5,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,10006.0,594.0,37.0,634.0,745.0,15.0,Bayern Munich
2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,L,2,3,M'Gladbach,1.1,2.4,47.0,54042.0,Thomas Müller,3-1-4-2,Tobias Welz,Match Report,,13.0,5.0,18.4,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,7791.0,497.0,41.0,542.0,657.0,22.0,Bayern Munich
2023-02-26,17:30,Bundesliga,Matchweek 22,Sun,Home,W,3,0,Union Berlin,3.6,0.4,69.0,75000.0,Thomas Müller,4-2-3-1,Marco Fritz,Match Report,,20.0,9.0,13.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10497.0,761.0,35.0,799.0,905.0,16.0,Bayern Munich
2023-03-04,18:30,Bundesliga,Matchweek 23,Sat,Away,W,2,1,Stuttgart,2.1,0.8,60.0,47800.0,Thomas Müller,4-2-3-1,Christian Dingert,Match Report,,14.0,6.0,14.9,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,10845.0,658.0,39.0,698.0,822.0,20.0,Bayern Munich
2023-03-08,21:00,Champions Lg,Round of 16,Wed,Home,W,2,0,fr Paris S-G,1.7,1.1,45.0,75000.0,Thomas Müller,4-2-3-1,Daniele Orsato,Match Report,Leg 2 of 2; Bayern Munich won,12.0,5.0,14.6,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,8673.0,528.0,38.0,569.0,693.0,21.0,Bayern Munich
2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Home,W,5,3,Augsburg,2.4,2.5,65.0,75000.0,Joshua Kimmich,3-4-3,Florian Badstübner,Match Report,,23.0,8.0,16.1,1.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,8816.0,572.0,46.0,620.0,758.0,19.0,Bayern Munich
2023-03-19,17:30,Bundesliga,Matchweek 25,Sun,Away,L,1,2,Leverkusen,1.0,2.0,60.0,30210.0,Thomas Müller,3-1-4-2,Tobias Stieler,Match Report,,11.0,6.0,15.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,9985.0,595.0,47.0,643.0,759.0,14.0,Bayern Munich
2023-04-01,18:30,Bundesliga,Matchweek 26,Sat,Home,W,4,2,Dortmund,2.4,1.5,48.0,75000.0,Thomas Müller,4-2-3-1,Marco Fritz,Match Report,,16.0,9.0,16.5,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,8714.0,533.0,30.0,568.0,673.0,14.0,Bayern Munich
2023-04-04,20:45,DFB-Pokal,Quarter-finals,Tue,Home,L,1,2,Freiburg,,,67.0,75000.0,Thomas Müller,4-2-3-1,Harm Osmers,Match Report,,16.0,4.0,,,0.0,0.0,3.0,2.0,0.0,1.0,0.0,,,,,,,Bayern Munich
2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Away,W,1,0,Freiburg,3.5,1.0,66.0,34700.0,Thomas Müller,4-1-4-1,Daniel Siebert,Match Report,,22.0,8.0,16.2,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,10354.0,655.0,36.0,694.0,825.0,16.0,Bayern Munich
2023-04-11,20:00,Champions Lg,Quarter-finals,Tue,Away,L,0,3,eng Manchester City,0.9,1.8,56.0,52257.0,Joshua Kimmich,4-2-3-1,Jesús Gil,Match Report,Leg 1 of 2,12.0,4.0,21.4,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,9185.0,548.0,43.0,592.0,725.0,14.0,Bayern Munich
2023-04-15,15:30,Bundesliga,Matchweek 28,Sat,Home,D,1,1,Hoffenheim,1.6,0.4,66.0,75000.0,Thomas Müller,4-2-3-1,Bastian Dankert,Match Report,,22.0,8.0,17.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10529.0,664.0,46.0,711.0,818.0,8.0,Bayern Munich
2023-04-19,21:00,Champions Lg,Quarter-finals,Wed,Home,D,1,1,eng Manchester City,2.2,1.3,58.0,75000.0,Joshua Kimmich,4-2-3-1,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won,18.0,5.0,18.6,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,9518.0,537.0,43.0,582.0,685.0,16.0,Bayern Munich
2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Away,L,1,3,Mainz 05,1.9,1.6,74.0,33305.0,Thomas Müller,3-1-4-2,Felix Zwayer,Match Report,,11.0,2.0,14.3,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,11129.0,727.0,57.0,787.0,896.0,23.0,Bayern Munich
2023-04-30,15:30,Bundesliga,Matchweek 30,Sun,Home,W,2,0,Hertha BSC,2.7,0.1,80.0,75000.0,Joshua Kimmich,4-2-3-1,Patrick Ittrich,Match Report,,26.0,9.0,16.3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13074.0,783.0,55.0,840.0,941.0,21.0,Bayern Munich
2023-05-06,18:30,Bundesliga,Matchweek 31,Sat,Away,W,2,1,Werder Bremen,1.4,0.7,67.0,42100.0,Joshua Kimmich,4-2-3-1,Christian Dingert,Match Report,,13.0,4.0,14.7,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10972.0,666.0,64.0,730.0,854.0,15.0,Bayern Munich
2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Home,W,6,0,Schalke 04,5.3,0.4,62.0,75000.0,Thomas Müller,4-1-4-1,Robert Schröder,Match Report,,24.0,12.0,16.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8282.0,527.0,43.0,572.0,692.0,10.0,Bayern Munich
2023-05-20,18:30,Bundesliga,Matchweek 33,Sat,Home,L,1,3,RB Leipzig,1.6,2.8,60.0,75000.0,Thomas Müller,4-2-3-1,Deniz Aytekin,Match Report,,17.0,5.0,18.3,0.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,9318.0,577.0,54.0,633.0,770.0,16.0,Bayern Munich
2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,W,2,1,Köln,1.3,1.3,53.0,50000.0,Thomas Müller,4-2-3-1,Sven Jablonski,Match Report,,12.0,4.0,13.1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7787.0,504.0,43.0,549.0,678.0,16.0,Bayern Munich
2022-07-29,20:45,DFB-Pokal,Round of 64,Fri,Away,W,3,0,1860 Munich,,,82.0,15000.0,Marco Reus,4-2-3-1,Benjamin Brand,Match Report,,25.0,11.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,Dortmund
2022-08-06,18:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Leverkusen,1.8,1.3,45.0,81365.0,Marco Reus,4-3-3,Felix Brych,Match Report,,14.0,4.0,17.8,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,5864.0,389.0,48.0,439.0,569.0,9.0,Dortmund
2022-08-12,20:30,Bundesliga,Matchweek 2,Fri,Away,W,3,1,Freiburg,1.1,1.0,61.0,34700.0,Marco Reus,4-2-3-1,Tobias Welz,Match Report,,13.0,6.0,20.6,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,7570.0,501.0,47.0,550.0,662.0,12.0,Dortmund
2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,L,2,3,Werder Bremen,0.5,1.3,50.0,81365.0,Marco Reus,4-2-3-1,Florian Badstübner,Match Report,,6.0,4.0,21.2,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,5586.0,401.0,56.0,464.0,595.0,8.0,Dortmund
2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Away,W,1,0,Hertha BSC,2.7,0.5,62.0,62142.0,Marco Reus,4-2-3-1,Tobias Stieler,Match Report,,22.0,6.0,14.5,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,8755.0,588.0,45.0,633.0,744.0,11.0,Dortmund
2022-09-02,20:30,Bundesliga,Matchweek 5,Fri,Home,W,1,0,Hoffenheim,2.0,0.5,49.0,79300.0,Marco Reus,4-5-1,Daniel Siebert,Match Report,,15.0,5.0,13.3,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,7223.0,443.0,45.0,490.0,610.0,7.0,Dortmund
2022-09-06,18:45,Champions Lg,Group stage,Tue,Home,W,3,0,dk FC Copenhagen,2.3,0.5,63.0,70700.0,Marco Reus,4-2-3-1,François Letexier,Match Report,,15.0,4.0,18.1,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,9527.0,669.0,38.0,708.0,802.0,7.0,Dortmund
2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,3,RB Leipzig,0.6,2.0,55.0,47069.0,Marco Reus,4-2-3-1,Sven Jablonski,Match Report,,5.0,0.0,12.8,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,6861.0,458.0,59.0,517.0,628.0,12.0,Dortmund
2022-09-14,20:00,Champions Lg,Group stage,Wed,Away,L,1,2,eng Manchester City,0.7,1.0,34.0,50441.0,Marco Reus,4-3-3,Daniele Orsato,Match Report,,5.0,2.0,12.2,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5599.0,358.0,39.0,398.0,520.0,5.0,Dortmund
2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Home,W,1,0,Schalke 04,1.8,0.1,65.0,81100.0,Marco Reus,4-2-3-1,Felix Brych,Match Report,,17.0,5.0,14.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9153.0,561.0,53.0,617.0,731.0,15.0,Dortmund
2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,L,2,3,Köln,2.5,1.9,58.0,50000.0,Jude Bellingham,4-2-3-1,Harm Osmers,Match Report,,22.0,8.0,16.4,1.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,8489.0,463.0,63.0,529.0,658.0,12.0,Dortmund
2022-10-05,21:00,Champions Lg,Group stage,Wed,Away,W,4,1,es Sevilla,2.5,2.0,42.0,34598.0,Jude Bellingham,4-2-3-1,Maurizio Mariani,Match Report,,19.0,7.0,16.3,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5812.0,371.0,54.0,426.0,563.0,12.0,Dortmund
2022-10-08,18:30,Bundesliga,Matchweek 9,Sat,Home,D,2,2,Bayern Munich,1.6,0.6,44.0,81365.0,Mats Hummels,4-3-3,Deniz Aytekin,Match Report,,12.0,6.0,15.5,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6685.0,428.0,53.0,481.0,609.0,4.0,Dortmund
2022-10-11,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,es Sevilla,0.4,0.8,52.0,81000.0,Mats Hummels,4-2-3-1,Srđan Jovanović,Match Report,,7.0,3.0,20.8,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8164.0,524.0,49.0,573.0,673.0,3.0,Dortmund
